slug_servico;slug_categoria;Categoria;Nome do Serviço;Órgão;Nome do Órgão;Modalidade;Link;Visitas;URL_Original
0512-proec-solicitacao-de-isbn-para-materiais-produzidos-pela-instituicao195;educacao-e-pesquisa;Educacao E Pesquisa;Solicitar inscrição em curso de língua estrangeira e especiais;UEMS;Universidade Estadual de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/0512-proec-solicitacao-de-isbn-para-materiais-produzidos-pela-instituicao195;34;educacao-e-pesquisa//0512-proec-solicitacao-de-isbn-para-materiais-produzidos-pela-instituicao195
registrar-denuncia58;comunicacao-e-transparencia;Comunicacao E Transparencia;Registrar denúncia;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;Híbrido;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia58;34;comunicacao-e-transparencia/registrar-denuncia58
concurso-publico-e-processos-seletivos86;comunicacao-e-transparencia;Comunicacao E Transparencia;Consultar editais de concursos e processos seletivos da PGE/MS;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;Digital;https://www.ms.gov.br/comunicacao-e-transparencia/concurso-publico-e-processos-seletivos86;34;comunicacao-e-transparencia//concurso-publico-e-processos-seletivos86
nota-fiscal-de-produtor-eletronica-nfp-e-transferencia-interestadual-de-mercadorias-emissao153;financas-e-impostos;Financas E Impostos;Nota fiscal de produtor eletrônica (NFP-e) - transferência interestadual de mercadorias - emissão;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/financas-e-impostos/nota-fiscal-de-produtor-eletronica-nfp-e-transferencia-interestadual-de-mercadorias-emissao153;33;financas-e-impostos//nota-fiscal-de-produtor-eletronica-nfp-e-transferencia-interestadual-de-mercadorias-emissao153
acessar-gratuitamente-programas-da-tv-educativa-portal-da-educativa175;educacao-e-pesquisa;Educacao E Pesquisa;Acessar gratuitamente programas da TV educativa (Portal da Educativa);FERTEL - Educativa MS;Fundação Estadual Jornalista Luiz Chagas de Rádio e Televisão;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/acessar-gratuitamente-programas-da-tv-educativa-portal-da-educativa175;33;educacao-e-pesquisa//acessar-gratuitamente-programas-da-tv-educativa-portal-da-educativa175
solicitar-compensacao-de-reserva-legal-em-unidade-de-conservacao-por-meio-de-doacao-de-terras-para-o-estado137;meio-ambiente;Meio Ambiente;Solicitar compensação de reserva legal em unidade de conservação por meio de doação de terras para o Estado;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/meio-ambiente/solicitar-compensacao-de-reserva-legal-em-unidade-de-conservacao-por-meio-de-doacao-de-terras-para-o-estado137;33;meio-ambiente/solicitar-compensacao-de-reserva-legal-em-unidade-de-conservacao-por-meio-de-doacao-de-terras-para-o-estado137
032-projeto-florestinha-educacao-ambiental65;seguranca;Seguranca;Participar do projeto florestinha – educação ambiental;PMMS;Polícia Militar de Mato Grosso do Sul;Digital;https://www.ms.gov.br/seguranca/032-projeto-florestinha-educacao-ambiental65;32;seguranca/032-projeto-florestinha-educacao-ambiental65
federacoes-e-ligas-inexigibilidade195;esporte-e-lazer;Esporte E Lazer;Viabilizar apoios de fomento para impulsionar o desenvolvimento esportivo de federações, clubes, associações e prefeituras municipais;FUNDESPORTE;Fundação de Desporto e Lazer de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/esporte-e-lazer/federacoes-e-ligas-inexigibilidade195;32;esporte-e-lazer/federacoes-e-ligas-inexigibilidade195//index
solicitacao-de-atualizacao-de-placas-para-o-novo-padrao-de-identificacao-veicular-piv84;transito-e-transportes;Transito E Transportes;Solicitar mudança de placas para o novo padrão Mercosul;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/transito-e-transportes/solicitacao-de-atualizacao-de-placas-para-o-novo-padrao-de-identificacao-veicular-piv84;32;transito-e-transportes//solicitacao-de-atualizacao-de-placas-para-o-novo-padrao-de-identificacao-veicular-piv84
recuperacao-de-senha-microsoft-e-do-e-mail-institucional46;educacao-e-pesquisa;Educacao E Pesquisa;Recuperação de senha Microsoft e do e-mail institucional;UEMS;Universidade Estadual de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/recuperacao-de-senha-microsoft-e-do-e-mail-institucional46;32;educacao-e-pesquisa//recuperacao-de-senha-microsoft-e-do-e-mail-institucional46
cadastrar-apiarios-e-meliponarios67;agropecuaria-e-vida-rural;Agropecuaria E Vida Rural;Cadastrar apiário ou meliponário;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Presencial;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastrar-apiarios-e-meliponarios67;31;agropecuaria-e-vida-rural//cadastrar-apiarios-e-meliponarios67
orientacoes-para-solicitacao-de-certidao-negativa-de-tombamento142;arte-e-cultura;Arte E Cultura;Orientações para solicitação de certidão negativa de tombamento;FCMS;Fundação de Cultura de Mato Grosso do Sul;Digital;https://www.ms.gov.br/arte-e-cultura/orientacoes-para-solicitacao-de-certidao-negativa-de-tombamento142;31;arte-e-cultura/orientacoes-para-solicitacao-de-certidao-negativa-de-tombamento142//index
solicitar-consulta-de-debitos-de-agua-e-esgoto181;empresa-industria-e-comercio;Empresa Industria E Comercio;Consultar débitos;SANESUL;Empresa de Saneamento de Mato Grosso do Sul;Digital;https://www.ms.gov.br/empresa-industria-e-comercio/solicitar-consulta-de-debitos-de-agua-e-esgoto181;31;empresa-industria-e-comercio//solicitar-consulta-de-debitos-de-agua-e-esgoto181
credenciamento-de-visitante-ao-socio-educando77;administracao-publica;Administracao Publica;Solicitar credenciamento de visitante ao socioeducando;SEJUSP;Secretaria de Estado de Justiça e Segurança Pública de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/administracao-publica/credenciamento-de-visitante-ao-socio-educando77;31;administracao-publica/credenciamento-de-visitante-ao-socio-educando77
pedido-de-acesso-a-informacao152;direitos-e-cidadania;Direitos E Cidadania;Fazer pedido de acesso à Informação;FUNDESPORTE;Fundação de Desporto e Lazer de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/direitos-e-cidadania/pedido-de-acesso-a-informacao152;30;direitos-e-cidadania/pedido-de-acesso-a-informacao152
nota-fiscal-de-produtor-eletronica-nfp-e-cancelamento-extemporaneo-nao-autorizado-on-line80;agropecuaria-e-vida-rural;Agropecuaria E Vida Rural;Nota fiscal de produtor eletrônica (NFP-e) - cancelamento extemporâneo (não autorizado on-line);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/agropecuaria-e-vida-rural/nota-fiscal-de-produtor-eletronica-nfp-e-cancelamento-extemporaneo-nao-autorizado-on-line80;30;agropecuaria-e-vida-rural/nota-fiscal-de-produtor-eletronica-nfp-e-cancelamento-extemporaneo-nao-autorizado-on-line80
solicitar-pedido-de-vista-e-copia-sistema-e-ms188;administracao-publica;Administracao Publica;Solicitar pedido de vista e cópia;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;Digital;https://www.ms.gov.br/administracao-publica/solicitar-pedido-de-vista-e-copia-sistema-e-ms188;30;administracao-publica/solicitar-pedido-de-vista-e-copia-sistema-e-ms188
registrar-reclamacao-solicitacao-sugestao-e-elogio19;comunicacao-e-transparencia;Comunicacao E Transparencia;Registrar reclamação, solicitação, sugestão e elogio;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;Digital;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-reclamacao-solicitacao-sugestao-e-elogio19;30;comunicacao-e-transparencia/registrar-reclamacao-solicitacao-sugestao-e-elogio19
servico-de-protocolo-integrado147;educacao-e-pesquisa;Educacao E Pesquisa;Serviço de protocolo integrado;UEMS;Universidade Estadual de Mato Grosso do Sul;Digital;https://www.ms.gov.br/educacao-e-pesquisa/servico-de-protocolo-integrado147;30;educacao-e-pesquisa//servico-de-protocolo-integrado147
ensino-medio-em-tempo-integral-escola-da-autoria109;educacao-e-pesquisa;Educacao E Pesquisa;Solicitar matrícula no ensino médio em tempo integral;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/ensino-medio-em-tempo-integral-escola-da-autoria109;30;educacao-e-pesquisa/ensino-medio-em-tempo-integral-escola-da-autoria109
obter-credenciamento-como-verificador-independente74;administracao-publica;Administracao Publica;Obter credenciamento como Verificador Independente;AGEMS;Agência Estadual de Regulação de Serviços Públicos de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/administracao-publica/obter-credenciamento-como-verificador-independente74;30;administracao-publica//obter-credenciamento-como-verificador-independente74
solicitacao-de-diarias-para-servidores-da-fundect16;administracao-publica;Administracao Publica;Solicitação de Diárias para Servidores da Fundect;FUNDECT;Fundação de Apoio ao Desenvolvimento do Ensino, Ciência e Tecnologia de Mato Grosso do Sul;Digital;https://www.ms.gov.br/administracao-publica/solicitacao-de-diarias-para-servidores-da-fundect16;30;administracao-publica/solicitacao-de-diarias-para-servidores-da-fundect16
88-seacad-ead-matricula-inicial140;educacao-e-pesquisa;Educacao E Pesquisa;Solicitar matrícula inicial em curso de graduação;UEMS;Universidade Estadual de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/88-seacad-ead-matricula-inicial140;29;educacao-e-pesquisa//88-seacad-ead-matricula-inicial140
92-unidade-universitaria-de-campo-grande-servico-de-atendimento-estudantil-passe-do-estudante15;educacao-e-pesquisa;Educacao E Pesquisa;Solicitar passe estudantil;UEMS;Universidade Estadual de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/92-unidade-universitaria-de-campo-grande-servico-de-atendimento-estudantil-passe-do-estudante15;29;educacao-e-pesquisa//92-unidade-universitaria-de-campo-grande-servico-de-atendimento-estudantil-passe-do-estudante15
911-secretaria-academica-da-graduacao-portador-de-diploma31;educacao-e-pesquisa;Educacao E Pesquisa;Acessar os cursos por quem já é graduado;UEMS;Universidade Estadual de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/educacao-e-pesquisa/911-secretaria-academica-da-graduacao-portador-de-diploma31;29;educacao-e-pesquisa//911-secretaria-academica-da-graduacao-portador-de-diploma31
requer-isencao-de-imposto-de-renda156;trabalho-emprego-e-previdencia;Trabalho Emprego E Previdencia;Requerer a isenção de imposto de renda;AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/trabalho-emprego-e-previdencia/requer-isencao-de-imposto-de-renda156;28;trabalho-emprego-e-previdencia//requer-isencao-de-imposto-de-renda156
curso-de-direcao-defensiva133;transito-e-transportes;Transito E Transportes;Curso de Direção Defensiva;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/transito-e-transportes/curso-de-direcao-defensiva133;28;transito-e-transportes/curso-de-direcao-defensiva133
solicitacao-de-desvinculacao-de-multas-de-veiculos-adquiridos-em-leiloes7;transito-e-transportes;Transito E Transportes;Solicitar desvinculação de multas de veículos adquiridos em leilões;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/transito-e-transportes/solicitacao-de-desvinculacao-de-multas-de-veiculos-adquiridos-em-leiloes7;28;transito-e-transportes//solicitacao-de-desvinculacao-de-multas-de-veiculos-adquiridos-em-leiloes7
cadastro-da-agropecuaria-cap-inscricao-de-apicultor-e-de-meliponicultor168;agropecuaria-e-vida-rural;Agropecuaria E Vida Rural;Cadastro da agropecuária (CAP) - inscrição de apicultor e de meliponicultor;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastro-da-agropecuaria-cap-inscricao-de-apicultor-e-de-meliponicultor168;28;agropecuaria-e-vida-rural/cadastro-da-agropecuaria-cap-inscricao-de-apicultor-e-de-meliponicultor168
cadastro-da-agropecuaria-cap-reativacao-de-inscricao-estadual-suspensa-por-vencimento-de-contrato138;agropecuaria-e-vida-rural;Agropecuaria E Vida Rural;Cadastro da agropecuária (CAP) - reativação de inscrição estadual suspensa por vencimento de contrato;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/agropecuaria-e-vida-rural/cadastro-da-agropecuaria-cap-reativacao-de-inscricao-estadual-suspensa-por-vencimento-de-contrato138;28;agropecuaria-e-vida-rural/cadastro-da-agropecuaria-cap-reativacao-de-inscricao-estadual-suspensa-por-vencimento-de-contrato138
licenciar-comercio-de-animais-vivos139;agropecuaria-e-vida-rural;Agropecuaria E Vida Rural;Cadastrar revenda de aves vivas;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Presencial;https://www.ms.gov.br/agropecuaria-e-vida-rural/licenciar-comercio-de-animais-vivos139;28;agropecuaria-e-vida-rural//licenciar-comercio-de-animais-vivos139
solicitar-credenciamento-eou-renovacao-de-credenciamento-de-laboratorio120;meio-ambiente;Meio Ambiente;Solicitar credenciamento e/ou renovação de credenciamento de laboratório;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/meio-ambiente/solicitar-credenciamento-eou-renovacao-de-credenciamento-de-laboratorio120;28;meio-ambiente/solicitar-credenciamento-eou-renovacao-de-credenciamento-de-laboratorio120
nota-fiscal-de-produtor-serie-especial-nfpse-desbloqueio-para-impressao-de-formulario38;agropecuaria-e-vida-rural;Agropecuaria E Vida Rural;Nota fiscal de produtor, série especial (NFP/SE) - desbloqueio para impressão de formulário;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/agropecuaria-e-vida-rural/nota-fiscal-de-produtor-serie-especial-nfpse-desbloqueio-para-impressao-de-formulario38;27;agropecuaria-e-vida-rural//nota-fiscal-de-produtor-serie-especial-nfpse-desbloqueio-para-impressao-de-formulario38
registrar-a-vacinacao-contra-brucelose179;agropecuaria-e-vida-rural;Agropecuaria E Vida Rural;Registrar a vacinação contra brucelose;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Presencial;https://www.ms.gov.br/agropecuaria-e-vida-rural/registrar-a-vacinacao-contra-brucelose179;27;agropecuaria-e-vida-rural//registrar-a-vacinacao-contra-brucelose179
receber-orientacao-para-entrar-no-mercado-de-trabalho-com-apoio-da-previdencia20;trabalho-emprego-e-previdencia;Trabalho Emprego E Previdencia;Receber orientação para entrar no mercado de trabalho, com apoio da previdência (Jovem Pensionista);AGEPREV;Agência de Previdência Social de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/trabalho-emprego-e-previdencia/receber-orientacao-para-entrar-no-mercado-de-trabalho-com-apoio-da-previdencia20;27;trabalho-emprego-e-previdencia//receber-orientacao-para-entrar-no-mercado-de-trabalho-com-apoio-da-previdencia20
apoio-as-prefeituras-municipais137;administracao-publica;Administracao Publica;Solicitar apoio às prefeituras municipais;FUNDESPORTE;Fundação de Desporto e Lazer de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/administracao-publica/apoio-as-prefeituras-municipais137;26;administracao-publica/apoio-as-prefeituras-municipais137
solicitar-cadastro-para-prestacao-de-assistencia-religiosa21;assistencia-social;Assistencia Social;Solicitar autorização para prestação de assistência religiosa;AGEPEN;Agência Estadual de Administração do Sistema Penitenciário;Presencial;https://www.ms.gov.br/assistencia-social/solicitar-cadastro-para-prestacao-de-assistencia-religiosa21;26;assistencia-social//solicitar-cadastro-para-prestacao-de-assistencia-religiosa21
pedido-de-acesso-a-informacao38;comunicacao-e-transparencia;Comunicacao E Transparencia;Fazer pedido de acesso à informação;IMASUL;Instituto de Meio Ambiente de Mato Grosso do Sul;Digital;https://www.ms.gov.br/comunicacao-e-transparencia/pedido-de-acesso-a-informacao38;26;comunicacao-e-transparencia//pedido-de-acesso-a-informacao38
registrar-denuncia53;comunicacao-e-transparencia;Comunicacao E Transparencia;Registrar denúncia;CGE MS;Controladoria Geral do Estado de Mato Grosso do Sul;Híbrido;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-denuncia53;26;comunicacao-e-transparencia/registrar-denuncia53
autenticar-livro-digital30;empresa-industria-e-comercio;Empresa Industria E Comercio;Autenticar livro digital;JUCEMS;Junta Comercial do Estado de Mato Grosso do Sul;Digital;https://www.ms.gov.br/empresa-industria-e-comercio/autenticar-livro-digital30;25;empresa-industria-e-comercio//autenticar-livro-digital30
solicitar-primeiro-acesso-aos-canais-institucionais-oficiais9;ciencia-e-tecnologia;Ciencia E Tecnologia;Solicitar acesso aos Sistemas Institucionais mantidos pela SETDIG;SEGOV MS;Secretaria de Estado de Governo e Gestão Estratégica de Mato Grosso do Sul;Digital;https://www.ms.gov.br/ciencia-e-tecnologia/solicitar-primeiro-acesso-aos-canais-institucionais-oficiais9;25;ciencia-e-tecnologia//solicitar-primeiro-acesso-aos-canais-institucionais-oficiais9
solicitacao-de-remarcacao-de-chassi-eou-motor-do-veiculo173;transito-e-transportes;Transito E Transportes;Solicitar remarcação de chassi ou motor do veículo;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/transito-e-transportes/solicitacao-de-remarcacao-de-chassi-eou-motor-do-veiculo173;25;transito-e-transportes//solicitacao-de-remarcacao-de-chassi-eou-motor-do-veiculo173
2a-via-de-certificado-de-conclusao-de-curso97;educacao-e-pesquisa;Educacao E Pesquisa;2ª via de certificado de conclusão de curso;UEMS;Universidade Estadual de Mato Grosso do Sul;Híbrido;https://www.ms.gov.br/educacao-e-pesquisa/2a-via-de-certificado-de-conclusao-de-curso97;25;educacao-e-pesquisa//2a-via-de-certificado-de-conclusao-de-curso97
autorizacao-especifica-armazenagem-de-alcool-combustivel-ou-acucar-em-outra-usina-com-diferimento-do-icms133;empresa-industria-e-comercio;Empresa Industria E Comercio;Autorização específica - armazenagem de álcool combustível ou açúcar em outra usina com diferimento do ICMS;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/empresa-industria-e-comercio/autorizacao-especifica-armazenagem-de-alcool-combustivel-ou-acucar-em-outra-usina-com-diferimento-do-icms133;24;empresa-industria-e-comercio/autorizacao-especifica-armazenagem-de-alcool-combustivel-ou-acucar-em-outra-usina-com-diferimento-do-icms133//index
ipva-alegacaocomunicacao-de-venda-de-veiculo53;financas-e-impostos;Financas E Impostos;IPVA - alegação/comunicação de venda de veículo;SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/financas-e-impostos/ipva-alegacaocomunicacao-de-venda-de-veiculo53;24;financas-e-impostos//ipva-alegacaocomunicacao-de-venda-de-veiculo53
solicitar-atendimento-pelo-centro-de-referencia-em-direitos-humanos-de-prevencao-e-combate-a-homofobia-centrho132;direitos-e-cidadania;Direitos E Cidadania;Solicitar atendimento no centro estadual de cidadania LGBT+ - CECLGBT+;SEC;Secretaria de Estado da Cidadania;Presencial;https://www.ms.gov.br/direitos-e-cidadania/solicitar-atendimento-pelo-centro-de-referencia-em-direitos-humanos-de-prevencao-e-combate-a-homofobia-centrho132;24;direitos-e-cidadania//solicitar-atendimento-pelo-centro-de-referencia-em-direitos-humanos-de-prevencao-e-combate-a-homofobia-centrho132
oferta-de-teleconsultoria61;saude-e-cuidado;Saude E Cuidado;Solicitar teleconsultoria;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/saude-e-cuidado/oferta-de-teleconsultoria61;24;saude-e-cuidado//oferta-de-teleconsultoria61
servico-de-imagem-e-diagnostico28;saude-e-cuidado;Saude E Cuidado;Solicitar serviço de imagem e diagnóstico;FUNSAU;Fundação Serviços de Saúde de MS;Presencial;https://www.ms.gov.br/saude-e-cuidado/servico-de-imagem-e-diagnostico28;24;saude-e-cuidado//servico-de-imagem-e-diagnostico28
04-patrulha-rural-protecao-de-vidas-no-campo91;seguranca;Seguranca;Policiamento Rural – Guardião da vida, do Progresso e da Segurança no Campo;PMMS;Polícia Militar de Mato Grosso do Sul;Híbrido;https://www.ms.gov.br/seguranca/04-patrulha-rural-protecao-de-vidas-no-campo91;24;seguranca/04-patrulha-rural-protecao-de-vidas-no-campo91//imprimir
transferencia-de-animal-registrado-no-smepa-sistema-de-monitoramento-de-estoque-de-produtos-agropecuarios104;agropecuaria-e-vida-rural;Agropecuaria E Vida Rural;Transferência de animal registrado no SMEPA (sistema de monitoramento de estoque de produtos agropecuários);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/agropecuaria-e-vida-rural/transferencia-de-animal-registrado-no-smepa-sistema-de-monitoramento-de-estoque-de-produtos-agropecuarios104;24;agropecuaria-e-vida-rural/transferencia-de-animal-registrado-no-smepa-sistema-de-monitoramento-de-estoque-de-produtos-agropecuarios104
registrar-reclamacao196;comunicacao-e-transparencia;Comunicacao E Transparencia;Registrar reclamação, solicitação, sugestão e elogio;CGE MS;Controladoria Geral do Estado de Mato Grosso do Sul;Digital;https://www.ms.gov.br/comunicacao-e-transparencia/registrar-reclamacao196;24;comunicacao-e-transparencia/registrar-reclamacao196//index
regime-especial-permissao-para-realizar-operacoes-de-exportacao-de-saidas-com-o-fim-especifico-de-exportacao-e-de-remessas-para-formacao-de-lote-de-produtos-in-natura-inclusive-algodao-em-pluma-dec-118032005128;financas-e-impostos;Financas E Impostos;Regime especial - operações de exportação, saídas com o fim específico de exportação e remessas para formação de lote de produtos in natura, inclusive algodão em pluma, exceto soja e milho (Decreto nº 11.803/2005);SEFAZ MS;Secretaria de Estado de Fazenda de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/financas-e-impostos/regime-especial-permissao-para-realizar-operacoes-de-exportacao-de-saidas-com-o-fim-especifico-de-exportacao-e-de-remessas-para-formacao-de-lote-de-produtos-in-natura-inclusive-algodao-em-pluma-dec-118032005128;23;financas-e-impostos//regime-especial-permissao-para-realizar-operacoes-de-exportacao-de-saidas-com-o-fim-especifico-de-exportacao-e-de-remessas-para-formacao-de-lote-de-produtos-in-natura-inclusive-algodao-em-pluma-dec-118032005128
faixas-de-dominio158;infraestrutura;Infraestrutura;Obter anuência para o reconhecimento de limites da faixa de domínio com propriedades rurais que confrontam e/ou margeiam as rodovias estaduais;AGESUL;Agência Estadual de Gestão de Empreendimentos de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/infraestrutura/faixas-de-dominio158;23;infraestrutura//faixas-de-dominio158
atendimento-ao-egresso133;direitos-e-cidadania;Direitos E Cidadania;Solicitar atendimento para reinserção social do egresso;AGEPEN;Agência Estadual de Administração do Sistema Penitenciário;Presencial;https://www.ms.gov.br/direitos-e-cidadania/atendimento-ao-egresso133;23;direitos-e-cidadania/atendimento-ao-egresso133
realizar-inscricao-no-programa-vencendo-o-medo-de-dirigir15;transito-e-transportes;Transito E Transportes;Realizar inscrição no programa vencendo o medo de dirigir;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/transito-e-transportes/realizar-inscricao-no-programa-vencendo-o-medo-de-dirigir15;22;transito-e-transportes//realizar-inscricao-no-programa-vencendo-o-medo-de-dirigir15
direcao-assessoramento-e-coordenacao-juridica39;administracao-publica;Administracao Publica;Solicitar consultoria e assessoramento jurídicos;PGE MS;Procuradoria Geral do Estado de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/administracao-publica/direcao-assessoramento-e-coordenacao-juridica39;22;administracao-publica/direcao-assessoramento-e-coordenacao-juridica39//index
solicitacao-de-atendimento-relacionado-a-direitos-humanos61;direitos-e-cidadania;Direitos E Cidadania;Solicitar atendimento a pessoas em situação de violação de direitos;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Presencial;https://www.ms.gov.br/direitos-e-cidadania/solicitacao-de-atendimento-relacionado-a-direitos-humanos61;22;direitos-e-cidadania/solicitacao-de-atendimento-relacionado-a-direitos-humanos61//index
solicitacao-de-cursos-na-escola-do-suas-ms60;assistencia-social;Assistencia Social;Acessar cursos da Escola do SUAS/MS;SEAD;Secretaria de Estado de Assistência Social e Direitos Humanos;Presencial;https://www.ms.gov.br/assistencia-social/solicitacao-de-cursos-na-escola-do-suas-ms60;22;assistencia-social//solicitacao-de-cursos-na-escola-do-suas-ms60
programa-de-avancos-na-pecuaria-de-mato-grosso-do-sul-proape-sub-programa-leitao-vida58;agropecuaria-e-vida-rural;Agropecuaria E Vida Rural;Solicitar inclusão no programa Leitão Vida;SEMADESC;Secretaria de Estado de Meio Ambiente, Desenvolvimento, Ciência, Tecnologia e Inovação de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/agropecuaria-e-vida-rural/programa-de-avancos-na-pecuaria-de-mato-grosso-do-sul-proape-sub-programa-leitao-vida58;22;agropecuaria-e-vida-rural/programa-de-avancos-na-pecuaria-de-mato-grosso-do-sul-proape-sub-programa-leitao-vida58
revisao-de-exame-teorico10;transito-e-transportes;Transito E Transportes;Pedir revisão de exame teórico;DETRAN;Departamento Estadual de Trânsito de Mato Grosso do Sul;Digital;https://www.ms.gov.br/transito-e-transportes/revisao-de-exame-teorico10;22;transito-e-transportes//revisao-de-exame-teorico10
solicitar-peticionamento-processual-sistema-e-ms153;administracao-publica;Administracao Publica;Solicitar peticionamento processual;CGP;Coordenadoria Geral de Perícias de Mato Grosso do Sul;Digital;https://www.ms.gov.br/administracao-publica/solicitar-peticionamento-processual-sistema-e-ms153;22;administracao-publica/solicitar-peticionamento-processual-sistema-e-ms153
solicitar-peticionamento-processual-sistema-e-ms132;administracao-publica;Administracao Publica;Solicitar peticionamento processual;SEJUSP;Secretaria de Estado de Justiça e Segurança Pública de Mato Grosso do Sul;Digital;https://www.ms.gov.br/administracao-publica/solicitar-peticionamento-processual-sistema-e-ms132;21;administracao-publica/solicitar-peticionamento-processual-sistema-e-ms132//index
consultar-exames-ambulatorial188;saude-e-cuidado;Saude E Cuidado;Consultar exames ambulatorial;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/saude-e-cuidado/consultar-exames-ambulatorial188;21;saude-e-cuidado//consultar-exames-ambulatorial188
tratamento-fora-de-domicilio43;saude-e-cuidado;Saude E Cuidado;Solicitar tratamento fora de domicílio;SES;Secretaria de Estado de Saúde de Mato Grosso do Sul;Presencial;https://www.ms.gov.br/saude-e-cuidado/tratamento-fora-de-domicilio43;21;saude-e-cuidado//tratamento-fora-de-domicilio43
emitir-ou-consultar-documentos-referentes-ao-transito-de-animais173;agropecuaria-e-vida-rural;Agropecuaria E Vida Rural;Consultar documentos referente ao trânsito de animais;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Presencial;https://www.ms.gov.br/agropecuaria-e-vida-rural/emitir-ou-consultar-documentos-referentes-ao-transito-de-animais173;21;agropecuaria-e-vida-rural//emitir-ou-consultar-documentos-referentes-ao-transito-de-animais173
cadastrar-e-alterar-registro-de-produtos-agrotoxicos133;empresa-industria-e-comercio;Empresa Industria E Comercio;Cadastrar e alterar registro de produtos agrotóxicos;IAGRO;Agência Estadual de Defesa Sanitária Animal Vegetal  Mato Grosso do Sul;Presencial;https://www.ms.gov.br/empresa-industria-e-comercio/cadastrar-e-alterar-registro-de-produtos-agrotoxicos133;21;empresa-industria-e-comercio//cadastrar-e-alterar-registro-de-produtos-agrotoxicos133
solicitar-peticionamento-processual99;administracao-publica;Administracao Publica;Solicitar peticionamento processual;SED MS;Secretaria de Estado de Educação de Mato Grosso do Sul;Digital;https://www.ms.gov.br/administracao-publica/solicitar-peticionamento-processual99;20;administracao-publica/solicitar-peticionamento-processual99
